,Afghanistan,Africa,Albania,Andorra,Angola,Anguilla,Argentina,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Bermuda,Bhutan,Bolivia,Brazil,Bulgaria,Cambodia,Canada,Cape Verde,Cayman Islands,Chile,Colombia,Costa Rica,Cote d'Ivoire,Croatia,Cyprus,Czechia,Denmark,Dominica,Dominican Republic,Ecuador,El Salvador,England,Equatorial Guinea,Estonia,Europe,European Union,Faeroe Islands,Falkland Islands,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guernsey,Guyana,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kuwait,Laos,Latvia,Lebanon,Lithuania,Luxembourg,Macao,Malawi,Malaysia,Malta,Mauritius,Mexico,Moldova,Monaco,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Netherlands,New Zealand,Nigeria,North America,North Macedonia,Northern Cyprus,Northern Ireland,Norway,Oceania,Oman,Pakistan,Palestine,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,San Marino,Sao Tome and Principe,Scotland,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,South Africa,South America,South Korea,Spain,Sri Lanka,Suriname,Sweden,Switzerland,Taiwan,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Venezuela,Vietnam,Wales,World,Zimbabwe
3/10/2021,0,202714,0,1211,0,0,123197,2172726,11292,23801,17139,0,1185,0,506,0,26316,1023,2101,0,7801,150385,5903,20348,73585,0,0,135516,0,0,4439,0,0,40688,12069,0,66854,0,0,206720,0,4020,1418076,960201,0,0,24483,172925,0,0,0,213951,97748,501,26744,0,0,0,0,0,0,17000,41766,0,1030254,685941,0,0,13573,1133,23066,155780,0,41357,2024,0,0,4000,0,0,2418,75341,12995,2163,1175,0,28000,2402,0,386933,2598,0,0,240,62922,0,0,0,0,8569,0,1893865,0,0,5594,20959,19861,3650,0,0,0,961,11073,70500,0,0,0,42360,123062,8906,0,0,0,603,0,16642,188,21067,2538,0,0,3990,4673,21833,454071,53694,127181,8323,0,0,34932,0,26359,0,0,0,68961,0,0,5898,0,243887,1362623,25138,0,433,14931,6161313,35901
3/11/2021,0,70461,0,0,0,0,139571,970593,18800,38418,8214,0,275,204164,440,0,42479,2444,0,0,5337,240713,14177,20054,93860,0,0,171026,0,0,0,0,0,44139,4597,6363,58915,20657,0,211393,0,4033,1668626,1262564,0,0,24400,232506,0,0,0,215852,0,0,24481,0,0,17520,0,0,0,15300,80270,3972,401360,121361,0,0,17157,1095,23077,158895,0,31826,0,0,0,0,0,0,2622,1542,460,2865,1354,0,25986,3351,0,0,1669,0,0,0,50597,0,0,0,0,0,0,1800066,0,0,7934,11947,18800,0,0,0,0,1829,7328,0,194163,0,0,39667,93358,9988,0,0,0,616,0,18836,0,15301,631,0,0,11294,6063,9127,608812,45642,100675,7450,0,0,8436,0,0,0,0,0,62358,0,0,8859,0,260809,1620524,22351,0,630,22646,5137358,36019
3/12/2021,0,57139,0,0,0,0,154988,1932639,10103,51401,7039,0,15,0,277,-944,29642,2511,0,0,4851,268122,8737,17683,107824,0,4162,150859,0,35985,0,31256,0,38168,3362,0,0,27261,0,312716,0,0,1621331,1101342,641,0,25845,283429,0,0,0,245070,0,39,23390,0,0,8587,7550,0,0,16300,63587,729,1639663,73115,0,0,16273,747,11101,146621,0,46453,0,0,0,0,0,0,4908,1294,10598,0,1046,0,25942,2712,0,513671,1225,0,312,0,38527,0,0,0,0,0,0,2581943,0,0,6833,2311,10103,0,0,0,0,3128,7285,0,55897,0,0,38767,85036,10132,0,0,15295,522,0,22487,0,35041,0,0,0,13319,8360,7201,639219,37381,0,1217,0,0,7898,0,0,0,0,0,50727,0,1015,9304,0,369578,1893631,22725,0,3663,27542,6842374,36283
3/13/2021,0,156869,0,0,0,1071,156570,1587688,24191,45097,6428,0,10389,0,615,0,7264,0,0,0,637,152594,813,14227,101186,0,0,24219,749059,0,0,0,0,16716,4536,0,0,2274,0,457632,0,13931,1415766,800947,0,0,22385,218966,0,0,0,195261,0,639,22251,0,0,2356,0,0,0,14900,25852,0,1232131,216422,0,0,8497,41,7879,126510,0,0,0,0,0,0,0,0,901,0,1033,0,1197,0,16253,2186,0,208749,2090,0,0,0,41637,46439,0,0,0,0,0,3232683,0,0,3733,33,24191,0,0,0,0,2060,5254,0,23039,0,0,38041,73181,4464,0,0,0,26,0,21574,62981,22074,0,0,0,21617,6051,329,1103085,4226,0,9643,0,0,1031,0,20221,0,0,743,28979,0,200,3596,0,512108,2918706,10418,0,4793,29169,7520282,36359
3/14/2021,0,16523,0,0,0,0,56583,441662,0,25224,3270,0,14508,179967,695,0,18,0,0,0,431,48887,325,8841,90656,0,0,2698,54597,0,6135,0,0,11921,1233,0,0,0,9000,223017,0,5434,1077731,767515,0,0,8790,63372,0,0,0,134654,0,0,0,0,0,3327,0,0,0,13700,15329,0,144750,34528,0,0,965,764,20881,71857,12099,0,2064,0,0,5144,0,0,72,0,24,3921,1130,0,9595,1697,0,125625,0,0,419,0,0,0,0,0,186699,0,0,1146451,0,0,4266,3,0,0,0,0,0,1735,553,0,9837,0,0,33722,20907,3911,0,0,0,298,0,20294,0,6673,0,0,0,16235,0,0,165484,1074,0,2603,0,176186,20060,0,0,0,0,1333,5251,4850,0,2018,0,257010,900199,0,0,1564,9433,2847851,36359
3/15/2021,0,96895,0,3448,0,0,20187,3369279,0,18173,0,0,12954,0,839,0,25573,2141,1412,0,3547,357509,1251,0,119055,0,0,157509,65338,2262,244,0,0,27759,2835,0,68994,1832,0,330676,0,5280,1341047,908641,0,0,833,160119,0,0,0,186736,0,21,242,0,5606,8113,0,0,0,15300,12478,153,2627099,146738,0,0,2628,715,19893,99884,0,55204,0,105772,48938,0,0,0,3643,3625,6838,1256,1066,0,19632,2925,0,64674,1323,0,0,0,14541,0,0,0,0,0,8000,1543331,0,0,4558,99,0,6835,0,0,0,285,11580,101497,22138,91379,0,39826,0,56566,3000,0,0,300,0,34516,7932,24062,997,0,156634,13816,1331,2209,629413,13192,181698,11489,0,0,6672,0,0,0,0,479,19151,0,1626,8928,0,386685,1270235,11626,0,4260,16935,6979965,37660
3/16/2021,45800,41155,0,0,0,0,111646,2536959,0,21454,0,0,11271,182297,1502,0,41531,1387,0,0,4218,0,2553,0,116001,0,2502,166172,59933,0,2267,0,0,38125,6813,0,0,0,0,370842,5765,3369,1022252,556916,87,0,13402,0,0,0,0,111898,0,36,18276,0,0,5800,0,0,4416,23300,50269,0,1782553,302089,0,0,8318,590,18570,67548,3997,67446,0,0,0,0,0,0,55,4296,5515,2863,1080,0,25177,4406,0,0,2060,0,1228,0,11075,0,0,0,0,0,0,1223679,5300,0,6782,5642,0,0,0,0,0,630,10467,0,37875,0,0,44299,0,3693,0,6903,0,657,0,38311,5089,9432,0,0,0,15615,272,9533,359300,19584,62460,12292,0,0,6984,0,0,0,0,0,36374,0,1843,0,0,433320,1081171,6234,0,4830,17385,5183345,39550
3/17/2021,0,46614,0,0,0,0,105587,2268672,0,24967,0,110,13632,0,1387,0,36991,971,0,0,4500,531832,2684,0,133537,0,0,150991,42313,0,1665,0,0,36830,10723,0,0,0,11000,392769,0,3753,1338780,945304,185,0,25476,334936,0,0,0,123225,0,82,19721,0,0,6930,0,0,21470,24600,44364,2604,1738750,236297,0,0,4828,0,17489,83894,0,73352,1604,33684,0,10856,0,40732,62,2121,2672,2622,954,5417,20705,2248,0,316022,1317,0,709,220,8265,0,0,0,0,9000,0,2025987,0,0,5389,23021,9000,4841,0,0,0,456,15539,0,89736,0,0,40983,-165774,3990,0,0,0,651,0,41184,2001,9346,0,0,0,15352,448,11127,859088,19597,38789,9657,0,0,26855,0,0,0,0,0,28902,0,3236,30630,0,462246,1534340,7870,0,3359,22904,6548141,39607
3/18/2021,0,186996,0,0,42831,0,119133,2295629,0,26117,0,6890,11553,107433,2196,0,56287,1207,0,0,4284,258338,2361,0,150722,0,1591,148205,51364,0,1653,0,0,37004,14628,0,0,0,5512,451465,0,5179,1284307,656136,136,0,35298,0,0,0,0,117396,120000,85,19628,0,0,5122,0,0,0,22700,35848,404,1825443,133504,0,0,10397,1,15916,83121,0,67217,0,0,21653,0,0,0,14,2755,2764,2650,974,3674,17121,3457,0,189979,0,0,355,0,0,0,0,0,0,0,0,2188979,0,0,9391,20991,0,0,0,0,0,233,24696,24300,88593,0,0,43111,51689,2046,0,0,0,561,0,43458,2038,17401,390,0,0,16526,1677,8862,642724,18144,54080,9136,0,0,8288,0,0,0,0,0,14288,0,5107,0,0,528260,1825760,36471,0,3492,23946,6598635,40002
3/19/2021,0,46566,0,0,0,348,93610,2867137,0,43561,0,0,9930,0,1992,0,46720,1856,0,0,3229,260705,3865,0,157064,0,364,139495,55233,0,1677,47199,0,33728,7762,0,0,0,0,535489,0,6645,1437299,657723,0,0,29556,0,0,0,0,156631,0,79,21476,0,0,6217,0,13672,8747,27500,42796,686,2415800,286196,0,0,8741,0,6775,94944,0,63041,0,0,0,0,0,0,413,1599,3169,0,1086,6235,10672,1357,0,0,2462,1301,432,0,14162,0,0,0,0,0,0,1914468,0,0,7392,6749,0,0,0,0,0,85,24642,0,50753,0,0,42693,113729,5666,0,677,2858,589,0,44320,2611,18438,0,0,0,12719,2995,5708,635689,15951,0,8938,9196,0,8553,0,0,0,0,4306,16224,0,4516,11628,0,614930,1734345,35822,0,3425,27729,6901159,41687
3/20/2021,0,21327,0,0,0,0,89567,2860809,0,36770,29078,0,10966,72923,902,0,20049,0,0,0,543,128839,2618,0,128760,0,0,23138,49733,0,1728,0,22941,14646,2938,0,0,0,0,686424,0,6447,1889975,1079153,0,0,23321,515491,0,0,0,163635,0,125,20300,0,0,2453,0,0,0,26500,42892,0,2283157,408431,0,0,4640,0,5150,110584,0,0,0,0,0,0,0,0,400,24,483,0,1344,0,7644,2186,0,462627,0,0,320,0,5355,0,0,0,0,0,0,2731906,0,0,4785,458,0,0,0,0,0,1,15944,0,20274,0,0,46178,51116,3945,0,0,0,0,0,34160,8311,1471,0,0,0,18579,3781,0,322879,1161,0,4697,2683,0,1056,0,0,0,0,0,8344,0,1465,3968,0,752308,2137164,12431,0,1390,26939,7826896,42210
3/21/2021,0,21548,0,0,0,0,42054,565501,0,11494,0,0,10042,0,644,0,382,0,0,0,387,69903,1887,0,87858,0,0,2977,29589,0,468,0,0,7294,4930,0,0,19711,7488,295359,0,2227,1027360,615102,0,0,7597,52956,0,0,0,126454,0,81,0,0,0,414,0,0,5756,23800,26359,0,449115,33901,0,0,3718,0,12922,83290,0,0,1395,19822,0,0,0,0,24,1204,12,3513,1188,9224,9692,2201,0,132176,1901,0,0,0,0,0,0,0,97886,0,0,2284532,0,0,19770,187,0,0,0,0,0,0,666,0,8464,0,0,41657,15246,1183,0,0,0,0,0,37460,0,2904,0,0,0,15323,0,0,165292,20,0,645,0,117434,20823,0,0,0,0,5635,1620,1652,4519,2715,0,367006,2048544,5,0,1530,14417,4064233,42729
3/22/2021,0,28599,0,0,0,0,20574,4058990,0,12966,0,0,10876,151155,29,0,26678,1196,2242,0,2977,440498,4836,0,142717,0,1290,146161,20776,16110,89,30826,0,23950,4118,0,0,0,0,282561,0,1325,1480408,1123505,79,0,1677,171587,0,0,0,183187,0,0,20914,0,0,3139,0,0,0,25200,46835,88,3056851,164930,0,0,7972,0,12980,124922,0,70115,0,0,0,0,178000,0,2376,4221,6828,1023,1248,1039,9716,4160,0,151373,0,0,0,0,593,0,0,0,0,0,0,1674743,0,0,0,1504,0,10993,0,0,0,1,6969,96359,47020,253316,0,23274,0,4006,0,0,0,405,3965,32272,10485,5876,0,0,222043,18107,1118,0,677042,3953,104490,8490,1870,0,8150,1578,0,0,0,5524,28091,0,2333,10904,0,329897,1356647,37216,0,2191,15064,7919782,43294
3/23/2021,0,54434,0,0,0,0,83696,3005276,0,18096,0,0,11193,0,984,0,41266,1080,0,0,4010,950016,7898,52067,118799,0,0,149923,59045,0,1351,0,0,25909,6109,0,125000,2849,0,268651,0,1947,1413616,1012542,0,0,9014,246194,0,0,0,206231,0,51,20711,0,0,5945,0,0,0,23400,59674,9,2100799,657627,0,0,12004,0,2568,148601,0,43801,0,0,0,0,0,0,5026,4341,7145,1904,1550,13215,7810,3927,0,0,700,0,1237,0,435,0,0,0,0,0,0,1409887,0,0,7335,13089,0,0,0,0,0,4035,9134,0,96345,0,0,31302,0,5179,0,0,0,285,0,34940,10810,16473,643,0,27703,17754,3927,11274,1298381,23052,41558,0,967,0,9922,1640,0,0,0,4020,45896,0,6666,33658,0,325650,1158079,34706,0,1829,14724,7181594,44135
3/24/2021,0,567473,0,0,38022,0,75704,2700868,0,20492,0,0,13118,157147,0,0,49528,900,0,0,4942,589282,10917,6353,165660,2184,637,153531,74249,7206,1807,0,0,26302,9866,0,0,8912,0,275881,0,2748,1596141,1170815,0,0,17015,254094,0,0,0,224934,80000,62,16873,0,1215,4726,0,0,0,9800,51409,180,2114586,0,0,0,14184,0,10670,164213,0,38731,494,41919,0,44100,0,0,5391,3171,12062,1716,1444,15833,6819,3641,0,304423,2260,0,1887,0,18864,0,0,0,0,14500,269458,2026438,0,0,8471,39002,14500,8361,0,0,0,5424,9441,171676,138382,0,0,30797,0,4906,0,0,0,29,0,36099,17437,7625,32,0,0,17663,7326,13551,957273,29512,91262,0,1282,0,36122,1951,42346,42092,0,0,41358,0,13918,0,0,337665,1541671,34506,0,1906,17214,7862693,49404
3/25/2021,0,59430,0,0,0,0,35806,2760402,0,28338,0,0,11489,70407,37,0,54819,0,0,0,5833,490776,11135,0,183454,0,357,157105,48018,0,1649,0,0,25817,7736,2493,0,0,0,258050,0,5274,1592059,1171806,0,0,23913,327802,0,0,0,236432,0,439,116,0,0,5618,0,0,0,8100,56034,1436,2154934,340619,0,0,18961,0,9884,177449,16904,31571,0,0,0,0,0,0,4647,3096,10008,1786,1247,0,6437,3992,0,108777,3991,0,1896,0,5221,0,0,152,0,0,0,2189096,0,53886,8339,38582,0,0,0,0,0,5624,8973,0,0,0,0,30169,0,297,0,0,0,0,0,37121,13423,0,0,10673,0,15595,11810,12321,794562,34327,103674,0,0,16299,12290,1884,0,0,0,9986,30113,0,220,36677,0,324942,1871456,42427,0,2408,21432,7341663,54892
3/26/2021,0,105429,0,0,0,0,94084,3034242,0,30842,27756,0,7887,0,887,20518,47942,2229,0,0,6527,413569,10653,0,208681,0,0,165443,88933,0,1569,24468,0,24101,6147,0,0,19887,0,344008,0,0,2028114,1535107,198,455,26234,351659,0,0,0,254165,0,129,10632,0,0,3224,0,0,0,8600,67078,55,2425146,448558,0,0,18078,0,3982,184688,0,43993,0,0,0,26240,0,0,3258,2389,9689,0,1263,35470,3493,4652,0,215190,3277,0,1553,0,4263,0,0,0,0,0,0,2645814,0,0,7587,17234,0,0,0,0,0,4752,10624,0,261437,0,0,26386,0,0,0,0,0,26,0,35975,13986,28432,0,0,0,16570,13445,10873,851236,24823,113995,0,3985,28988,10280,2179,0,0,0,6827,32398,0,0,0,0,411305,2215603,40948,2029,1775,23735,8664835,61093
3/27/2021,0,60672,0,0,0,0,84588,2201151,0,25376,0,0,6167,0,0,0,18005,0,1368,85949,1535,434093,3272,0,161202,0,0,12883,102676,0,2291,0,0,8197,9998,0,0,2229,0,367393,0,14266,1220820,779821,267,0,22628,192012,0,0,0,208619,0,144,9453,0,0,1313,0,0,0,7700,32867,0,2014818,11649,0,0,10618,10290,1717,169144,0,0,0,0,0,0,0,0,238,498,3032,0,1697,19419,1570,4232,0,226219,3163,0,1440,0,8639,0,0,0,0,0,0,2539599,0,0,7329,566,0,0,0,0,0,2126,4654,0,0,0,0,26852,0,0,0,993,0,0,0,27351,6414,0,0,0,0,14324,6688,603,659901,1584,0,45809,2394,0,828,145,0,0,0,5458,21570,0,13475,0,0,424301,2148504,12723,0,278,22228,6682143,65466
3/28/2021,0,256186,0,0,0,0,50911,598535,0,9668,0,0,9546,0,0,0,1383,0,0,97322,370,172199,1935,0,142460,0,0,966,73709,0,0,0,0,5431,10808,0,0,0,21000,252376,0,2147,1086615,709701,0,0,0,55625,0,5345,0,138183,0,150,0,0,0,671,0,0,0,6700,16849,0,218798,245188,0,0,3216,0,2028,119899,0,0,688,0,0,0,0,0,28,3213,100,5801,1378,2066,3468,3295,0,0,0,0,1720,0,0,0,0,0,196001,0,236168,2087565,0,0,3882,329,0,0,0,0,0,1210,684,0,104324,0,0,24600,0,0,0,0,0,0,0,24123,0,37748,0,0,0,9150,1258,0,300977,108,0,9889,927,0,36530,35,0,0,0,0,0,0,9562,6201,0,293548,1923434,1,0,862,13167,4329878,68511
3/29/2021,0,86766,0,0,43728,0,20339,1276689,0,20041,0,0,8852,180223,22,0,16676,0,0,91432,5315,328623,6893,0,181718,0,1039,150779,112003,10688,993,12732,0,18407,17894,0,0,7687,0,186329,3983,488,2675089,1161889,0,0,11104,206867,0,0,4924,198915,0,4,11129,0,0,4500,4246,0,0,6600,0,5789,551164,0,0,26727,9831,0,6708,170283,0,44039,0,0,0,0,0,0,1669,4268,5786,0,1197,0,10252,4421,0,266005,0,0,1176,0,714,0,0,0,0,0,0,1848571,0,0,10258,4725,0,10699,0,0,0,3285,3395,0,0,0,0,23664,1235525,0,0,0,0,0,5759,27262,2376,0,0,0,144307,18257,1131,8060,667612,28482,405701,312,0,0,10494,1479,0,0,0,8778,153748,0,11135,14432,0,236809,1384599,36186,0,1276,12960,6554727,69751
3/30/2021,0,81352,0,0,0,0,93448,2381338,0,27973,0,0,6049,0,4,0,24152,0,0,66214,6501,124480,10430,0,162395,0,0,133222,122255,0,2979,0,0,23613,21658,0,56474,0,0,176063,0,0,1405499,1064076,788,0,18933,0,0,0,0,200768,0,0,13785,0,0,5557,0,0,0,5400,90682,0,1777637,0,0,0,13114,2194,7800,179705,0,27242,0,53749,0,0,0,0,4276,8915,6334,2298,1825,11505,11369,4405,0,0,0,0,160,0,12905,0,0,0,0,0,0,1500253,0,0,8383,31483,0,0,0,73964,247539,2045,2783,0,172814,0,0,27244,39595,0,0,0,0,146,0,27998,13651,10793,554,15163,0,17520,7482,12042,523201,29754,125305,9102,1224,71585,11679,1757,55225,0,0,0,243496,0,9360,18668,0,225917,1028284,37243,0,1840,13473,5891643,72944
3/31/2021,0,325618,0,0,0,0,140908,2970232,0,20743,0,0,8336,50752,13,0,56061,1656,0,53848,7895,808867,11790,0,212991,0,832,126083,98502,0,2786,37076,0,22128,13069,0,0,0,29855,188045,0,4547,2148118,1668474,0,0,29941,530792,301,0,2898,184098,0,108,11975,0,0,3014,0,17190,0,5100,54919,3867,1794166,574312,0,0,0,635,7994,202741,0,24213,0,0,0,71431,0,0,4403,5381,12147,2241,1709,11192,9532,4629,0,737704,6436,0,1212,0,4547,0,0,1349,0,10683,204786,2535309,2435,0,6901,35466,10683,11615,0,4415,0,1654,3565,0,168529,0,0,24914,118077,0,0,0,0,39,0,27786,13004,13905,0,0,0,17571,13279,12171,1239372,24371,221541,9752,1529,19340,40860,1752,0,0,0,0,380086,0,0,17170,0,239434,1549244,33179,0,0,16702,9229332,76995
4/1/2021,0,154947,0,0,0,0,127889,4135728,0,17718,48065,0,6726,0,7,0,40242,0,0,40072,8223,69004,11155,0,196311,0,131,130875,8610,0,2572,0,0,23454,4179,0,143526,0,20621,122410,1342,4460,1610794,1247466,0,0,38262,297525,0,0,0,0,0,533,21730,0,0,2273,0,0,0,5300,90732,0,3365597,361414,0,0,0,1175,7947,182281,0,16156,0,0,0,0,0,0,3166,3467,0,2710,1755,10690,15660,5151,0,0,1833,0,518,0,8895,0,0,350,0,0,100453,2334890,0,0,8992,9238,0,0,0,5443,0,167,178,0,173252,0,0,25225,155075,0,0,0,0,0,0,22421,14188,22034,437,0,0,18078,15022,5224,385952,37496,231064,6534,0,42060,0,2050,0,0,0,0,212046,0,0,19099,0,153823,1972021,41006,0,0,0,8622311,87791
4/2/2021,0,45715,0,0,0,0,97857,4199419,0,0,11509,0,5352,0,0,0,0,0,0,18758,0,1109152,9608,0,70648,0,0,1737,0,0,2522,0,0,6377,0,0,0,0,0,0,0,8002,361863,262436,0,0,34456,0,2132,0,0,0,0,554,21222,0,0,0,0,0,0,5100,0,0,3932791,53152,0,0,0,1201,0,172757,0,20026,0,0,0,0,0,0,482,1797,0,0,0,9822,0,0,0,680917,0,0,1559,0,1838,0,0,0,0,0,0,2991016,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88068,0,0,0,0,0,0,0,13377,7382,0,0,0,0,9532,0,1251009,39487,0,4201,1703,0,0,0,0,0,0,0,107246,0,0,0,0,0,2239451,40560,0,0,0,8849022,103815
